City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Kambove,CD,9/27/2022 19:00,-10.8764,26.5969,71.37,35,48,3.49
303,Tara,RU,9/27/2022 19:00,56.8944,74.371,26.01,81,56,5.77
304,Oranjemund,NA,9/27/2022 19:00,-28.55,16.4333,56.23,76,11,10.89
305,Oranjestad,AW,9/27/2022 19:00,12.524,-70.027,84.34,75,8,16.31
306,Lodja,CD,9/27/2022 19:00,-3.4833,23.4333,70.68,97,100,1.88
307,Pushkar,IN,9/27/2022 19:00,26.5,74.55,77.97,54,5,4.47
308,Puerto Montt,CL,9/27/2022 19:00,-41.4698,-72.9447,50.38,71,0,13.06
309,Rio Gallegos,AR,9/27/2022 19:00,-51.6226,-69.2181,54.19,48,14,36.98
310,Andenes,NO,9/27/2022 19:00,69.3143,16.1194,46.92,87,0,3.44
311,Suez,EG,9/27/2022 19:00,29.9737,32.5263,79.47,57,0,11.1
312,Ellisras,ZA,9/27/2022 19:00,-23.6649,27.7443,79.38,29,0,17.11
313,Leshukonskoye,RU,9/27/2022 19:00,64.8989,45.7622,32.59,81,100,5.41
314,Praia,CV,9/27/2022 19:00,14.9215,-23.5087,80.47,67,14,12.01
315,Gagnoa,CI,9/27/2022 19:00,6.1293,-5.9437,72.73,93,90,1.99
316,Doka,SD,9/27/2022 19:00,13.5167,35.7667,77.47,70,78,3.91
317,Sao Domingos Do Maranhao,BR,9/27/2022 19:00,-5.5758,-44.3853,98.98,21,2,3.74
318,Serenje,ZM,9/27/2022 19:02,-13.2325,30.2352,68.81,34,9,4.43
319,San Andres,CO,9/27/2022 19:02,12.5847,-81.7006,83.98,70,68,6.53
320,Albany,US,9/27/2022 18:59,42.6001,-73.9662,64.38,70,68,8.03
321,Zhetysay,KZ,9/27/2022 19:02,40.7333,68.3,58.33,40,0,6.15
322,Ravar,IR,9/27/2022 19:02,31.2656,56.8055,75.67,12,0,5.03
323,Nacala,MZ,9/27/2022 19:02,-14.5428,40.6728,73.81,88,18,4.99
324,Los Negros,BO,9/27/2022 19:02,-17.7333,-63.4333,69.35,60,96,8.55
325,Mariental,NA,9/27/2022 18:59,-24.6333,17.9667,78.01,12,76,8.3
326,Krasnoselkup,RU,9/27/2022 19:02,65.7,82.4667,24.93,68,61,7.81
327,Vicuna,CL,9/27/2022 19:02,-30.0319,-70.7081,71.76,39,43,8.25
328,Karpathos,GR,9/27/2022 19:02,35.507,27.2132,75.16,88,20,8.05
329,Atasu,KZ,9/27/2022 19:02,48.6814,71.6433,50.74,50,100,9.55
330,Llanes,ES,9/27/2022 19:02,43.4198,-4.7549,64.31,72,100,16.71
331,Daltenganj,IN,9/27/2022 19:02,24.0333,84.0667,78.91,76,73,2.71
332,Mapiripan,CO,9/27/2022 19:02,2.8892,-72.1256,92.7,47,51,1.39
333,Manchester,GB,9/27/2022 18:57,53.4809,-2.2374,51.98,85,40,6.91
334,Iguatu,BR,9/27/2022 19:02,-6.3594,-39.2986,97.38,19,11,3.67
335,Villanueva De La Serena,ES,9/27/2022 19:00,38.9766,-5.7974,69.78,33,0,6.44
336,Manjacaze,MZ,9/27/2022 19:02,-24.7117,33.8828,70.48,86,0,9.1
337,Campbellford,CA,9/27/2022 19:02,44.3084,-77.7995,64.02,67,100,3
338,Lilongwe,MW,9/27/2022 19:02,-13.9669,33.7873,73.51,47,7,8.81
339,Atar,MR,9/27/2022 19:02,20.5169,-13.0499,99.81,24,59,2.24
340,Mtwara,TZ,9/27/2022 19:02,-10.2667,40.1833,73.67,82,10,6.85
341,San Rafael,AR,9/27/2022 18:59,-34.6177,-68.3301,66.16,29,84,11.43
342,Ponta Delgada,PT,9/27/2022 19:02,37.7333,-25.6667,74.5,68,20,11.5
343,Terrak,NO,9/27/2022 19:02,65.087,12.3715,55.27,73,100,22.24
344,Svetlyy,RU,9/27/2022 19:02,54.675,20.1347,51.96,82,100,15.57
345,Kiruna,SE,9/27/2022 19:02,67.8557,20.2251,41.92,93,100,3.44
346,Calderitas,MX,9/27/2022 19:02,18.55,-88.25,89.71,58,40,8.05
347,Constitucion,CL,9/27/2022 19:02,-35.3333,-72.4167,61.29,59,0,14.94
348,Rovaniemi,FI,9/27/2022 19:01,66.5,25.7167,44.01,100,100,5.75
349,Nsanje,MW,9/27/2022 19:02,-16.92,35.262,84.52,43,100,8.57
350,Macusani,PE,9/27/2022 19:02,-14.0833,-70.4333,44.29,72,100,10.2
351,Muisne,EC,9/27/2022 19:02,0.6,-80.0333,74.97,81,100,11.01
352,Pailon,BO,9/27/2022 19:02,-17.65,-62.75,70.7,33,49,9.75
353,Garoua,CM,9/27/2022 19:02,9.3,13.4,73.67,93,44,4.14
354,Sorgun,TR,9/27/2022 19:02,39.8101,35.186,63.37,14,9,5.28
355,Ankazobe,MG,9/27/2022 19:02,-18.3167,47.1167,56.82,81,0,5.12
356,Meulaboh,ID,9/27/2022 19:00,4.1363,96.1285,73.53,95,100,4.88
357,Matara,LK,9/27/2022 19:02,5.9485,80.5353,78.46,86,100,10.51
358,Ouesso,CG,9/27/2022 19:02,1.6136,16.0517,71.44,95,98,2.28
359,Labytnangi,RU,9/27/2022 19:02,66.6572,66.4183,29.03,80,99,7.11
360,Beloha,MG,9/27/2022 19:02,-25.1667,45.05,69.08,86,0,7.72
361,Wick,GB,9/27/2022 19:02,58.4333,-3.0833,50.05,76,75,14.97
362,Corn Island,NI,9/27/2022 19:02,12.1694,-83.0418,82.15,73,100,2.82
363,Maltahohe,NA,9/27/2022 19:02,-24.8333,16.9833,73.94,8,100,12.57
364,Pontes E Lacerda,BR,9/27/2022 19:02,-15.2261,-59.3353,84.76,60,93,6.06
365,Bubaque,GW,9/27/2022 19:02,11.2833,-15.8333,80.74,75,60,6.26
366,Bilma,NE,9/27/2022 19:03,18.6853,12.9164,95.16,12,62,5.73
367,Grand Gaube,MU,9/27/2022 19:03,-20.0064,57.6608,72,65,89,5.01
368,Nuristan,AF,9/27/2022 19:03,35.3,70.8333,41.23,61,0,4.09
369,Afrikanda,RU,9/27/2022 19:03,67.4429,32.7828,37.89,92,100,9.53
370,Altay,CN,9/27/2022 19:03,47.8667,88.1167,48.85,77,100,1.01
371,Manakara,MG,9/27/2022 19:03,-22.1333,48.0167,66.6,88,0,6.93
372,Calama,CL,9/27/2022 19:00,-22.4667,-68.9333,66.22,7,0,27.13
373,Purmerend,NL,9/27/2022 19:03,52.505,4.9597,49.01,93,100,2.95
374,Ivanteyevka,RU,9/27/2022 19:03,55.9711,37.9208,47.86,85,100,7.43
375,Mbarara,UG,9/27/2022 19:03,-0.608,30.65,63.95,80,100,4.03
376,Mozarlandia,BR,9/27/2022 19:03,-14.7447,-50.5706,101.21,15,11,4.12
377,Aviles,ES,9/27/2022 19:03,43.5547,-5.9248,64.76,76,75,11.5
378,Zhob,PK,9/27/2022 19:03,31.3411,69.4481,74.23,53,0,3.24
379,Quatre Cocos,MU,9/27/2022 19:03,-20.2078,57.7625,71.71,69,92,16.17
380,Jasrana,IN,9/27/2022 19:03,27.25,78.6833,80.26,71,0,2.66
381,Kushmurun,KZ,9/27/2022 19:03,52.4503,64.6311,36.23,69,100,12.71
382,Bushehr,IR,9/27/2022 19:03,28.9684,50.8385,87.76,55,0,7.9
383,Timberlake,US,9/27/2022 19:03,37.3207,-79.2575,71.89,41,0,1.99
384,Sovetskiy,RU,9/27/2022 19:03,61.3614,63.5842,28.18,71,53,6.62
385,Colesberg,ZA,9/27/2022 19:03,-30.72,25.0972,74.41,21,99,6.62
386,Coquimbo,CL,9/27/2022 19:03,-29.9533,-71.3436,59.67,72,93,7.49
387,Natal,BR,9/27/2022 19:00,-5.795,-35.2094,83.05,57,0,13.8
388,Porto Santo,PT,9/27/2022 19:02,33.072,-16.3415,71.98,60,40,14.97
389,Kananga,CD,9/27/2022 19:03,-5.8958,22.4178,69.94,90,100,0.81
390,Amtala,IN,9/27/2022 19:03,22.3714,88.2944,84.15,87,100,3.98
391,Jaciara,BR,9/27/2022 19:02,-15.9653,-54.9683,82.22,60,100,3.91
392,Soligalich,RU,9/27/2022 19:03,59.0778,42.2864,44.35,96,99,7.18
393,Vodnyy,RU,9/27/2022 19:03,63.5046,53.4095,28.47,72,4,3.31
394,Plettenberg Bay,ZA,9/27/2022 19:03,-34.0527,23.3716,62.53,87,22,4.99
395,Necochea,AR,9/27/2022 19:00,-38.5473,-58.7368,54.63,46,0,12.08
396,Canico,PT,9/27/2022 19:03,32.6333,-16.85,72.23,85,40,16.11
397,Puerto Madryn,AR,9/27/2022 19:03,-42.7692,-65.0385,63.18,28,0,11.01
398,Torit,SS,9/27/2022 19:01,4.4133,32.5678,78.3,59,93,3.06
399,Manacapuru,BR,9/27/2022 19:03,-3.2997,-60.6206,92.26,45,87,0.6
400,Maracacume,BR,9/27/2022 19:03,-2.0428,-45.9592,87.22,54,72,6.2
401,Cayenne,GF,9/27/2022 19:03,4.9333,-52.3333,89.64,55,0,11.5
402,Isiro,CD,9/27/2022 19:03,2.7739,27.616,64.8,98,100,2.04
403,Ciudad Bolivar,VE,9/27/2022 19:03,8.1222,-63.5497,93.52,45,100,7.72
404,San Ramon,US,9/27/2022 19:03,37.7799,-121.978,75.49,60,0,8.05
405,Turukhansk,RU,9/27/2022 19:03,65.8167,87.9833,24.85,78,97,6.67
406,Csany,HU,9/27/2022 19:03,47.6483,19.8297,53.94,83,99,10.18
407,Carutapera,BR,9/27/2022 19:03,-1.195,-46.02,85.15,63,50,10.02
408,Margate,GB,9/27/2022 19:01,51.3813,1.3862,51.91,80,97,4
409,Quartucciu,IT,9/27/2022 19:03,39.2519,9.1794,70.03,65,20,9.22
410,Eyl,SO,9/27/2022 19:03,7.9803,49.8164,78.58,79,99,19.1
411,Marsabit,KE,9/27/2022 19:03,2.3284,37.9899,71.56,41,0,19.75
412,Rehoboth,NA,9/27/2022 19:04,-23.3167,17.0833,73.35,9,75,10.13
413,Shamilkala,RU,9/27/2022 19:04,42.6858,46.8639,64.13,47,90,7.05
414,Buta,CD,9/27/2022 19:05,2.7858,24.73,70.12,90,57,2.28
415,Weligama,LK,9/27/2022 19:00,5.9667,80.4167,78.57,85,94,10.69
416,Paamiut,GL,9/27/2022 19:03,61.994,-49.6678,42.69,94,100,17.72
417,Molina,CL,9/27/2022 19:02,-35.1167,-71.2833,65.44,52,0,9.19
418,Thinadhoo,MV,9/27/2022 19:05,0.5333,72.9333,78.46,83,100,14.32
419,Urumqi,CN,9/27/2022 19:05,43.801,87.6005,61.75,45,0,2.24
420,Saint-Pierre,RE,9/27/2022 19:05,-21.3393,55.4781,71.28,68,75,13.8
421,Dagua,CO,9/27/2022 19:05,3.6569,-76.6886,89.83,81,77,5.39
422,Sitrah,BH,9/27/2022 19:05,26.1547,50.6206,87.8,54,0,14.97
423,Corinto,GR,9/27/2022 19:05,37.9407,22.9573,76.89,75,6,6.04
424,Amparafaravola,MG,9/27/2022 19:05,-17.5833,48.2167,58.05,87,0,4.63
425,Brae,GB,9/27/2022 19:05,60.3964,-1.353,50.88,88,88,14.14
426,San Carlos,VE,9/27/2022 19:05,9.6612,-68.5827,91.99,50,93,4.07
427,Kutum,SD,9/27/2022 19:05,14.2,24.6667,83.39,33,12,7.31
428,Key West,US,9/27/2022 19:05,24.5557,-81.7826,87.8,83,75,33.38
429,Bartica,GY,9/27/2022 19:05,6.4,-58.6167,77.32,70,100,3.69
430,Marawi,PH,9/27/2022 19:05,7.9986,124.2928,69.24,90,100,3.83
431,Moosburg,DE,9/27/2022 19:05,48.4667,11.9333,48.52,93,0,12.66
432,Dingle,PH,9/27/2022 19:05,10.9995,122.6711,75.42,93,100,5.1
433,Zitiste,RS,9/27/2022 19:05,45.485,20.5497,59.86,83,71,6.98
434,Tamandare,BR,9/27/2022 19:05,-8.7597,-35.1047,78.51,58,5,7.96
435,Vila Velha,BR,9/27/2022 19:04,-20.3297,-40.2925,80.55,82,40,18.41
436,Corner Brook,CA,9/27/2022 19:05,48.9667,-57.9484,67.95,88,100,9.78
437,Sao Jose Da Coroa Grande,BR,9/27/2022 19:05,-8.8978,-35.1478,78.21,60,5,8.03
438,Walvis Bay,NA,9/27/2022 19:05,-22.9575,14.5053,57.96,69,87,17.22
439,Shakawe,BW,9/27/2022 19:05,-18.3667,21.85,77.67,18,99,5.77
440,Bar Harbor,US,9/27/2022 19:05,44.3876,-68.2039,71.53,80,0,10.36
441,Bonthe,SL,9/27/2022 19:01,7.5264,-12.505,77.11,86,92,6.17
442,Banda Aceh,ID,9/27/2022 19:05,5.5577,95.3222,79.14,75,100,13.85
443,Wladyslawowo,PL,9/27/2022 19:05,54.7909,18.4009,55.94,73,100,17.43
444,Jalu,LY,9/27/2022 19:05,29.0331,21.5482,88.16,26,0,6.22
445,Karpogory,RU,9/27/2022 19:05,64.0019,44.4451,36.07,75,100,6.76
446,Abha,SA,9/27/2022 19:05,18.2164,42.5053,70.05,21,0,10.36
447,Puerto Baquerizo Moreno,EC,9/27/2022 19:05,-0.9,-89.6,72.59,78,20,17.27
448,Yauya,PE,9/27/2022 19:05,-8.9833,-77.3,64.38,34,83,7.05
449,Kapoeta,SS,9/27/2022 19:05,4.7717,33.5903,85.37,29,11,13.47
450,Igrim,RU,9/27/2022 19:05,63.1906,64.4162,28.33,82,88,7.29
451,Nahavand,IR,9/27/2022 19:05,34.1885,48.377,64.6,15,0,2.98
452,Sendafa,ET,9/27/2022 19:05,9.15,39.0333,51.84,83,20,5.5
453,Taoudenni,ML,9/27/2022 19:05,22.6783,-3.9836,103.39,14,11,11.07
454,Belyy Yar,RU,9/27/2022 19:05,53.6039,91.3903,48.09,76,0,15.66
455,Olafsvik,IS,9/27/2022 19:05,64.8945,-23.7142,43.18,63,93,7.99
456,Vallenar,CL,9/27/2022 19:05,-28.5708,-70.7581,73.33,21,4,12.15
457,Sabha,LY,9/27/2022 19:05,27.0377,14.4283,88.52,19,0,2.59
458,Madaba,JO,9/27/2022 19:05,31.5833,35.6667,74.7,38,0,4.18
459,Sao Gabriel Da Cachoeira,BR,9/27/2022 19:05,-0.1303,-67.0892,91.78,47,91,2.91
460,Beyneu,KZ,9/27/2022 19:05,45.3167,55.2,66.6,34,88,9.69
461,Lucea,JM,9/27/2022 19:02,18.451,-78.1736,88.86,68,100,7.11
462,Mezen,RU,9/27/2022 19:06,65.8522,44.24,33.66,82,100,6.31
463,Coxim,BR,9/27/2022 19:06,-18.5067,-54.76,86.38,56,70,11.34
464,San Carlos De Bariloche,AR,9/27/2022 19:06,-41.1456,-71.3082,60.44,38,0,1.45
465,Abalak,RU,9/27/2022 19:06,58.1286,68.5944,27.82,76,100,6.4
466,Bonavista,CA,9/27/2022 19:06,48.6499,-53.1147,64.11,89,100,16.78
467,Omboue,GA,9/27/2022 19:06,-1.5746,9.2618,75.2,89,100,6.08
468,Saint-Georges,GD,9/27/2022 19:06,12.0564,-61.7485,87.48,70,20,16.11
469,Peebles,GB,9/27/2022 19:06,55.6519,-3.1888,50.22,90,8,5.88
470,Vestmannaeyjar,IS,9/27/2022 19:03,63.4427,-20.2734,47.84,63,99,8.7
471,Mafinga,TZ,9/27/2022 19:06,-7.25,35.0667,73.2,47,69,9.98
472,Zhanaozen,KZ,9/27/2022 19:06,43.3,52.8,67.71,28,100,16.73
473,Ajdabiya,LY,9/27/2022 19:07,30.7554,20.2263,89.4,23,0,10.54
474,The Valley,AI,9/27/2022 19:07,18.217,-63.0578,87.66,66,20,14.97
475,Pedro Leopoldo,BR,9/27/2022 19:04,-19.6181,-44.0431,69.37,83,75,8.05
476,Rio De Janeiro,BR,9/27/2022 19:03,-22.9028,-43.2075,77.95,100,100,5.17
477,Husavik,IS,9/27/2022 19:07,66.0449,-17.3389,38.86,68,86,2.19
478,Sehwan,PK,9/27/2022 19:07,26.4279,67.863,85.12,60,6,8.84
479,Westport,US,9/27/2022 19:07,41.1415,-73.3579,72.77,54,0,12.66
480,Kwidzyn,PL,9/27/2022 19:07,53.7249,18.9311,57.51,86,100,9.71
481,Kharhial,IN,9/27/2022 19:07,20.2833,82.7667,77.38,84,16,2.01
482,Awjilah,LY,9/27/2022 19:07,29.1081,21.2869,88.54,25,0,7.47
483,Baloda Bazar,IN,9/27/2022 19:07,21.6667,82.1667,77.07,85,28,3.4
484,Los Algarrobos,PA,9/27/2022 19:07,8.5,-82.4333,81.01,83,40,8.05
485,La Palma,US,9/27/2022 19:07,33.8464,-118.0467,104.67,54,20,4.61
486,Barinitas,VE,9/27/2022 19:07,8.7622,-70.4111,87.08,54,93,4.63
487,Kuito,AO,9/27/2022 19:07,-12.3833,16.9333,65.95,51,100,5.35
488,Petropavl,KZ,9/27/2022 19:07,54.8753,69.1628,28.74,87,90,8.39
489,Puri,IN,9/27/2022 19:07,19.8,85.85,81.12,78,95,3.96
490,Amot,NO,9/27/2022 19:07,59.5714,7.9877,45.77,97,100,7.92
491,Mweka,CD,9/27/2022 19:07,-4.85,21.5667,69.8,95,69,1.25
492,Mingaora,PK,9/27/2022 19:07,34.7758,72.3625,70.86,79,44,1.14
493,Xuddur,SO,9/27/2022 19:07,4.1213,43.8894,77.83,65,7,16.69
494,Chernyshkovskiy,RU,9/27/2022 19:07,48.4219,42.2308,63.18,66,99,9.78
495,Menongue,AO,9/27/2022 19:07,-14.6585,17.691,78.58,23,99,4.25
496,Talawakele,LK,9/27/2022 19:07,6.9371,80.6581,63.93,95,100,3.4
497,Truro,GB,9/27/2022 19:02,50.2653,-5.0544,59.76,94,75,10.36
498,Caluquembe,AO,9/27/2022 19:04,-13.7833,14.6833,69.48,33,58,7.25
499,Saint-Junien,FR,9/27/2022 19:07,45.8833,0.9,55.98,95,100,8.97
500,Russkiy Aktash,RU,9/27/2022 19:07,55.0384,52.1214,40.42,67,100,10.31
501,Polyarnyy,RU,9/27/2022 19:07,69.1989,33.4478,48.07,73,100,8.1
502,Narsaq,GL,9/27/2022 19:07,60.9167,-46.05,46.62,92,100,3.8
503,Odesa,UA,9/27/2022 19:05,46.4775,30.7326,66.07,77,100,7.49
504,Lieksa,FI,9/27/2022 19:07,63.3167,30.0167,45.57,94,100,8.48
505,Starodub,RU,9/27/2022 19:07,52.5844,32.7633,48.36,98,100,6.29
506,Qom,IR,9/27/2022 19:07,34.6401,50.8764,78.82,17,0,5.28
507,Eucaliptus,BO,9/27/2022 19:07,-17.5833,-67.5167,63.77,17,97,16.89
508,Tacuati,PY,9/27/2022 19:07,-23.45,-56.5833,70.54,98,100,7.36
509,Ila,NO,9/27/2022 19:08,63.4305,10.3705,57.22,75,100,5.01
510,Kokstad,ZA,9/27/2022 19:08,-30.5472,29.4241,60.48,95,100,4.81
511,Mokshan,RU,9/27/2022 19:08,53.4365,44.6132,48.04,92,100,15.79
512,Sinnamary,GF,9/27/2022 19:08,5.3833,-52.95,84.83,66,48,14.07
513,Grootfontein,NA,9/27/2022 19:08,-19.5667,18.1167,80.51,16,37,7.56
514,Glotovka,RU,9/27/2022 19:08,53.9491,46.7042,50.18,79,100,8.05
515,Portree,GB,9/27/2022 19:08,57.4129,-6.1942,48.52,91,78,9.95
516,Santa Cruz De La Palma,ES,9/27/2022 19:08,28.6835,-17.7642,72.14,78,75,6.91
517,Novyy Urengoy,RU,9/27/2022 19:08,66.0833,76.6333,27.41,78,57,9.01
518,Tabat,ID,9/27/2022 19:08,-2.635,115.2274,72.43,92,96,1.32
519,Tromso,NO,9/27/2022 19:08,69.6496,18.957,44.38,75,0,3.44
520,Waw,SS,9/27/2022 19:08,7.7029,27.9953,75.09,84,92,4.68
521,Kapuskasing,CA,9/27/2022 19:08,49.4169,-82.4331,41.09,93,100,12.66
522,Ugoofaaru,MV,9/27/2022 19:08,5.6667,73,82.31,74,11,14.72
523,Lunenburg,CA,9/27/2022 19:08,44.3835,-64.3155,67.48,99,100,18.86
524,Otavi,NA,9/27/2022 19:08,-19.65,17.3333,80.46,16,7,3.24
525,Djambala,CG,9/27/2022 19:08,-2.5447,14.7533,71.55,80,100,3.65
526,Adilcevaz,TR,9/27/2022 19:08,38.8039,42.7342,64.9,42,0,2.57
527,Pilar,BR,9/27/2022 19:08,-9.5972,-35.9567,80.53,58,0,8.14
528,Eravur,LK,9/27/2022 19:08,7.7733,81.6095,80.1,77,40,4.09
529,Kashan,IR,9/27/2022 19:08,33.9831,51.4364,81.19,16,0,1.34
530,Viedma,AR,9/27/2022 19:08,-40.8135,-62.9967,64.42,25,0,10
531,Cuxhaven,DE,9/27/2022 19:08,53.8718,8.6909,48.96,93,75,3.44
532,Usta Muhammad,PK,9/27/2022 19:08,28.1794,68.0445,81.05,45,0,7.99
533,Gornopravdinsk,RU,9/27/2022 19:08,60.05,69.9,27.7,91,94,6.46
534,Kouango,CF,9/27/2022 19:08,4.9934,19.9619,70.29,98,96,2.84
535,Cordoba,AR,9/27/2022 19:07,-31.4135,-64.1811,59.85,58,100,4.61
536,Georgiyevskoye,RU,9/27/2022 19:08,58.731,45.024,42.39,96,100,9.04
537,Plavinas,LV,9/27/2022 19:08,56.6178,25.7255,46.51,85,10,5.21
538,Vila Franca Do Campo,PT,9/27/2022 19:08,37.7167,-25.4333,73.2,72,50,10.42
539,Pag,HR,9/27/2022 19:08,44.445,15.0575,61.38,81,98,6.71
540,Gazli,UZ,9/27/2022 19:08,40.1333,63.45,66.94,24,0,13.15
541,Palora,EC,9/27/2022 19:06,-1.7,-77.9333,87.91,36,88,5.46
542,Asekeyevo,RU,9/27/2022 19:08,53.5742,52.7972,44.85,89,100,5.95
543,Ushtobe,KZ,9/27/2022 19:08,45.2514,77.9838,58.75,35,100,0.83
544,Ondangwa,NA,9/27/2022 19:08,-17.9167,15.95,80.08,17,7,11.68
545,Buy,RU,9/27/2022 19:08,58.4786,41.53,43.92,95,88,5.3
546,Tirano,IT,9/27/2022 19:08,46.2154,10.1679,56.39,47,5,5.73
547,Varna,BG,9/27/2022 19:08,43.2167,27.9167,71.74,68,20,4.61
548,Mzimba,MW,9/27/2022 19:08,-11.9,33.6,65.91,61,2,11.43
549,Bikaner,IN,9/27/2022 19:08,28.0167,73.3,88.99,30,10,9.35
550,Dalbandin,PK,9/27/2022 19:08,28.8947,64.4101,79.2,14,0,1.21
551,Cap Malheureux,MU,9/27/2022 19:08,-19.9842,57.6142,70.47,64,86,5.01
552,Mitsamiouli,KM,9/27/2022 19:08,-11.3847,43.2844,75.87,75,0,5.44
553,Deer Lake,CA,9/27/2022 19:08,49.1667,-57.4316,67.73,86,100,10.13
554,Moose Factory,CA,9/27/2022 19:06,51.2585,-80.6094,46.38,93,100,13.8
555,Bomet,KE,9/27/2022 19:09,-0.7813,35.3416,58.62,57,65,3.94
556,Kalemie,CD,9/27/2022 19:09,-5.9475,29.1947,77.54,57,100,2.26
557,Chancay,PE,9/27/2022 19:09,-11.5714,-77.2672,64.15,75,100,8.77
558,Aquiraz,BR,9/27/2022 19:09,-3.9014,-38.3911,82.49,65,1,14.54
559,Wilmington,US,9/27/2022 19:05,34.2257,-77.9447,78.71,44,0,5.75
560,Alta Floresta,BR,9/27/2022 19:09,-9.8756,-56.0861,77.52,74,100,6.89
561,Kalmar,SE,9/27/2022 19:09,56.6616,16.3616,58.93,82,75,11.5
562,Sindal,DK,9/27/2022 19:09,57.4712,10.2031,51.53,91,100,17.22
563,Nueva Gerona,CU,9/27/2022 19:09,21.8833,-82.8,80.67,85,100,30.42
564,Marzuq,YE,9/27/2022 19:09,14.4,46.4667,79.03,39,1,2.93
565,Orasac,BA,9/27/2022 19:09,44.6289,16.0711,55.15,93,100,2.21
